avgSessionDuration,shortSessionRatio,reopenCount,interSessionGap,dailyTotalTime,sessionsPerDay,nightCount,trend,label,source,weight,intensityScore,frustrationScore
118.49,0.006,0.0,1.42,500.0,11.0,5.0,108.51,Addicted,synthetic,1.0,184.949,1.4626501618225674
97.85,0.3,4.0,52.22,500.0,13.0,3.0,62.17,Addicted,synthetic,1.0,160.791,0.14973963620995814
57.39,0.332,1.0,147.88,18.23,1.0,1.0,-22.18,Normal,synthetic,1.0,20.948000000000004,0.29092921761285007
103.65,0.083,1.0,56.28,500.0,16.0,3.0,111.68,Addicted,synthetic,1.0,177.964,0.09124144075752409
30.44,0.574,7.0,75.77,191.14,12.0,0.0,21.33,Frustrated,synthetic,1.0,56.803000000000004,0.3610122170087014
11.13,0.522,13.0,22.59,113.78,19.0,4.0,13.75,Frustrated,synthetic,1.0,35.333,0.787959595300819
42.49,0.745,4.0,18.04,11.34,1.0,1.0,46.89,Frustrated,synthetic,1.0,34.331,0.9513330882213363
52.47,0.03,0.0,246.01,150.0,15.0,2.0,2.86,Normal,synthetic,1.0,53.846000000000004,0.08176520328455567
91.79,0.025,1.0,6.65,500.0,18.0,2.0,88.17,Addicted,synthetic,1.0,165.167,0.5164948699565545
37.82,1.0,11.0,2.84,130.11,7.0,2.0,8.66,Frustrated,synthetic,1.0,45.748000000000005,2.2862792881821514
29.42,0.305,3.0,25.67,57.15,4.0,2.0,55.73,Frustrated,synthetic,1.0,41.917,0.516636886379637
29.76,0.316,5.0,183.95,121.19,18.0,4.0,24.05,Normal,synthetic,1.0,47.357,0.2357127641430219
10.64,0.473,10.0,50.93,64.11,19.0,5.0,-16.43,Frustrated,synthetic,1.0,17.149,0.6843929770527342
20.42,0.491,7.0,59.79,61.75,11.0,3.0,22.39,Frustrated,synthetic,1.0,30.235000000000003,0.49123413071136723
35.92,0.672,10.0,75.63,167.44,14.0,3.0,-12.96,Frustrated,synthetic,1.0,46.968,0.4132687996755377
21.63,0.51,6.0,65.24,42.71,4.0,0.0,19.46,Frustrated,synthetic,1.0,23.031999999999996,0.6065273274200832
55.27,0.118,0.0,16.31,500.0,8.0,4.0,108.15,Addicted,synthetic,1.0,158.553,0.266903337868106
10.14,0.63,5.0,64.2,24.46,7.0,2.0,53.31,Frustrated,synthetic,1.0,26.941,0.6758578082872223
11.76,0.268,1.0,245.14,10.0,2.0,3.0,-4.44,Normal,synthetic,1.0,8.372,0.4748215182666328
16.85,0.444,5.0,59.95,38.68,11.0,1.0,46.7,Frustrated,synthetic,1.0,29.486,0.4841387317002847
55.68,0.373,2.0,132.65,91.29,4.0,2.0,-15.45,Normal,synthetic,1.0,37.895,0.2581267828776801
88.69,0.028,0.0,4.2,500.0,16.0,0.0,104.56,Addicted,synthetic,1.0,166.844,0.7410603135394889
101.87,0.037,1.0,27.31,275.51,3.0,3.0,41.8,Addicted,synthetic,1.0,111.39000000000001,0.2152732399156119
31.21,0.5,9.0,115.45,150.0,18.0,3.0,-1.93,Normal,synthetic,1.0,44.905,0.3311104816073158
16.41,0.25,3.0,291.53,48.72,12.0,5.0,9.5,Normal,synthetic,1.0,24.158,0.32023018230381006
20.46,0.409,4.0,264.86,86.72,12.0,0.0,5.77,Normal,synthetic,1.0,27.259,0.33686853823276797
11.39,0.386,4.0,180.92,26.82,8.0,5.0,32.62,Normal,synthetic,1.0,24.706,0.48257430030178017
38.49,0.5,2.0,68.61,32.67,2.0,3.0,21.54,Normal,synthetic,1.0,31.392000000000003,0.42109285192287443
42.93,0.115,1.0,90.45,114.8,11.0,1.0,43.2,Normal,synthetic,1.0,54.092,0.16699113995070483
95.66,0.22,1.0,42.65,500.0,6.0,5.0,110.47,Addicted,synthetic,1.0,176.405,0.1360498787339303
39.84,1.0,14.0,38.3,167.38,11.0,1.0,-9.23,Frustrated,synthetic,1.0,47.643,0.6337784063518587
12.92,0.434,7.0,96.38,57.17,17.0,2.0,-16.33,Normal,synthetic,1.0,13.703000000000003,0.5450380293197229
94.64,0.033,1.0,18.86,500.0,10.0,1.0,59.37,Addicted,synthetic,1.0,156.667,0.2240568501990844
14.4,0.5,6.0,208.32,70.81,10.0,4.0,1.58,Normal,synthetic,1.0,24.396,0.4755819418483822
39.84,0.322,2.0,262.75,128.75,7.0,4.0,-12.54,Normal,synthetic,1.0,41.92400000000001,0.21036462112906773
37.02,0.652,2.0,66.36,14.93,2.0,4.0,-0.67,Frustrated,synthetic,1.0,21.593,0.5059478553178037
24.12,0.597,6.0,36.13,75.36,6.0,2.0,26.83,Frustrated,synthetic,1.0,34.769000000000005,0.6002405872170101
55.13,0.3,4.0,57.36,500.0,15.0,5.0,86.52,Addicted,synthetic,1.0,153.008,0.157154469041143
86.97,0.084,2.0,39.0,500.0,18.0,5.0,56.87,Addicted,synthetic,1.0,156.849,0.13467939458037415
26.7,0.656,5.0,19.21,24.58,3.0,4.0,47.14,Frustrated,synthetic,1.0,33.738,0.8365676803390542
59.23,0.5,6.0,283.24,150.0,11.0,5.0,-4.8,Normal,synthetic,1.0,57.251999999999995,0.23948415519634622
18.65,0.369,6.0,123.63,115.19,17.0,2.0,-8.4,Normal,synthetic,1.0,29.978,0.36899822327047205
25.16,0.704,12.0,28.76,127.44,12.0,4.0,32.45,Frustrated,synthetic,1.0,49.287,0.6162238431802415
15.97,0.275,2.0,282.45,40.23,7.0,1.0,-6.6,Normal,synthetic,1.0,13.454,0.36776109027669557
100.26,0.011,0.0,19.64,500.0,19.0,5.0,77.75,Addicted,synthetic,1.0,168.429,0.19664358001989804
14.5,0.399,4.0,16.94,60.91,8.0,5.0,26.65,Frustrated,synthetic,1.0,30.977,0.7970994952623613
44.64,0.69,9.0,71.27,189.99,9.0,4.0,-15.39,Frustrated,synthetic,1.0,55.23700000000001,0.41711217062585754
56.11,0.106,1.0,162.95,150.0,10.0,2.0,0.47,Normal,synthetic,1.0,54.585,0.12052676319782396
111.81,0.091,1.0,17.69,500.0,15.0,1.0,122.99,Addicted,synthetic,1.0,182.621,0.21755401344809214
81.1,0.101,0.0,39.89,500.0,6.0,4.0,112.4,Addicted,synthetic,1.0,170.16,0.12164259832748069
45.07,0.339,10.0,61.22,235.72,18.0,3.0,28.84,Frustrated,synthetic,1.0,76.82400000000001,0.2666253343808998
57.31,0.5,5.0,70.79,150.0,11.0,0.0,3.16,Normal,synthetic,1.0,53.872,0.3029968856645349
107.01,0.3,2.0,57.72,500.0,7.0,3.0,109.56,Addicted,synthetic,1.0,178.672,0.13002143578102404
110.14,0.036,1.0,18.11,500.0,17.0,2.0,99.88,Addicted,synthetic,1.0,176.02,0.21121222777915744
112.92,0.053,1.0,10.61,280.97,2.0,5.0,44.74,Addicted,synthetic,1.0,119.78400000000002,0.4466455560636898
14.1,0.207,3.0,84.21,79.24,19.0,1.0,2.05,Normal,synthetic,1.0,23.103,0.39374164720668436
33.86,0.643,3.0,67.71,17.16,1.0,3.0,26.91,Frustrated,synthetic,1.0,28.049,0.6133073400639569
94.52,0.185,3.0,54.46,500.0,12.0,4.0,63.53,Addicted,synthetic,1.0,160.86700000000002,0.12768576572909468
78.33,0.292,0.0,44.36,160.66,1.0,0.0,116.67,Addicted,synthetic,1.0,98.465,0.18798319121385973
46.81,0.418,1.0,79.83,38.81,2.0,4.0,9.82,Frustrated,synthetic,1.0,33.432,0.3150275900199423
75.81,0.145,3.0,19.27,500.0,17.0,0.0,43.19,Addicted,synthetic,1.0,143.281,0.25875419661394505
109.76,0.034,0.0,30.84,500.0,13.0,3.0,122.44,Addicted,synthetic,1.0,183.636,0.12765815072133185
95.44,0.037,0.0,41.91,500.0,17.0,1.0,99.56,Addicted,synthetic,1.0,169.04399999999998,0.10684961410945253
44.09,0.11,0.0,107.87,61.13,3.0,2.0,16.2,Normal,synthetic,1.0,36.722,0.1602259579855397
42.53,0.395,1.0,129.0,32.65,2.0,4.0,30.18,Normal,synthetic,1.0,36.596000000000004,0.27360273632909693
35.44,0.979,7.0,28.3,126.56,6.0,5.0,59.44,Frustrated,synthetic,1.0,62.31999999999999,0.6121959169609844
54.35,0.055,1.0,20.78,500.0,14.0,3.0,123.43,Addicted,synthetic,1.0,161.769,0.21545238185082258
31.09,0.637,2.0,17.24,30.33,3.0,5.0,39.1,Frustrated,synthetic,1.0,35.232,0.7363974780610388
41.4,0.61,12.0,2.35,250.0,15.0,4.0,61.53,Frustrated,synthetic,1.0,89.019,1.8214646408600093
101.8,0.164,1.0,10.6,241.94,2.0,1.0,72.59,Addicted,synthetic,1.0,111.885,0.48377475423955635
30.95,0.084,2.0,162.67,150.0,17.0,2.0,54.53,Normal,synthetic,1.0,60.739,0.14801410506467336
70.95,0.068,1.0,7.82,500.0,19.0,3.0,64.17,Addicted,synthetic,1.0,150.631,0.48804058982547577
14.73,0.481,6.0,75.04,33.43,6.0,3.0,-6.94,Frustrated,synthetic,1.0,13.496,0.63929959340487
79.53,0.096,0.0,55.17,234.31,2.0,5.0,122.7,Addicted,synthetic,1.0,120.48400000000001,0.11851286600308038
24.16,0.55,7.0,6.9,46.44,6.0,1.0,32.0,Frustrated,synthetic,1.0,29.552000000000003,1.4027612825227052
55.79,0.347,3.0,195.86,150.0,11.0,2.0,-2.14,Normal,synthetic,1.0,53.67400000000001,0.1904567179933446
43.24,0.245,0.0,161.2,25.75,2.0,2.0,-13.12,Normal,synthetic,1.0,20.510000000000005,0.19734312035111218
97.47,0.3,0.0,10.07,200.04,1.0,2.0,106.64,Addicted,synthetic,1.0,112.988,0.49249904963944613
69.53,0.3,6.0,57.51,500.0,17.0,5.0,76.87,Addicted,synthetic,1.0,155.873,0.15605049275467497
31.61,0.212,4.0,101.63,150.0,19.0,2.0,19.48,Normal,synthetic,1.0,50.488,0.22214339792476814
36.78,0.374,5.0,294.47,112.29,14.0,4.0,21.72,Normal,synthetic,1.0,47.68600000000001,0.22838127860802526
35.78,0.38,4.0,223.79,105.56,13.0,5.0,-13.91,Normal,synthetic,1.0,36.251000000000005,0.25202279604675526
99.38,0.034,1.0,5.59,500.0,13.0,5.0,70.68,Addicted,synthetic,1.0,165.95600000000002,0.5953935886206555
42.11,0.518,9.0,34.54,183.17,17.0,0.0,27.74,Frustrated,synthetic,1.0,61.8,0.40510444825419994
111.75,0.007,0.0,33.02,500.0,14.0,5.0,62.69,Addicted,synthetic,1.0,168.507,0.12359881000969451
25.69,1.0,10.0,62.02,101.38,7.0,5.0,35.91,Frustrated,synthetic,1.0,46.325,0.6209114293106736
15.21,0.346,6.0,31.64,56.73,15.0,5.0,47.45,Frustrated,synthetic,1.0,36.665000000000006,0.5482265448373951
115.82,0.032,1.0,57.17,500.0,12.0,1.0,132.57,Addicted,synthetic,1.0,187.099,0.08106445748461934
48.78,0.105,1.0,57.04,161.58,1.0,5.0,49.84,Addicted,synthetic,1.0,71.78,0.22668443627415463
14.98,0.17,0.0,184.45,13.15,2.0,0.0,26.7,Normal,synthetic,1.0,16.632,0.31186619571027735
26.29,0.755,4.0,23.79,56.02,5.0,4.0,4.05,Frustrated,synthetic,1.0,26.935000000000002,0.7464809808118023
110.11,0.05,0.0,7.24,491.92,6.0,2.0,72.38,Addicted,synthetic,1.0,166.14200000000002,0.4760964421298812
42.31,0.368,7.0,163.47,150.0,17.0,4.0,24.07,Normal,synthetic,1.0,58.145,0.22747261244818198
19.04,0.619,7.0,3.11,66.58,8.0,1.0,5.68,Frustrated,synthetic,1.0,23.636000000000003,2.430438042552048
13.26,0.147,2.0,210.48,82.91,17.0,0.0,12.96,Normal,synthetic,1.0,25.774,0.3191938925415464
40.89,0.5,9.0,252.56,150.0,17.0,2.0,-14.6,Normal,synthetic,1.0,43.976,0.28471868961552543
119.73,0.049,1.0,54.98,500.0,9.0,5.0,100.37,Addicted,synthetic,1.0,183.003,0.0879556077244047
45.42,0.21,2.0,256.48,150.0,11.0,2.0,31.13,Normal,synthetic,1.0,59.507000000000005,0.14534851495360554
34.16,0.177,3.0,292.71,150.0,18.0,2.0,33.49,Normal,synthetic,1.0,55.711,0.15499340415822738
14.4,0.867,10.0,15.18,75.29,9.0,2.0,37.41,Frustrated,synthetic,1.0,34.041000000000004,1.0304587635947948
26.2,0.337,6.0,132.97,150.0,17.0,5.0,22.0,Normal,synthetic,1.0,52.08,0.26717455754621544
46.36,0.649,9.0,70.97,184.46,8.0,0.0,-9.15,Frustrated,synthetic,1.0,52.691,0.4260606341182023
56.65,0.014,0.0,47.61,265.78,4.0,5.0,93.79,Addicted,synthetic,1.0,108.953,0.1340029590164518
76.42,0.204,0.0,15.38,239.76,2.0,5.0,84.93,Addicted,synthetic,1.0,108.999,0.3509906012063739
38.78,0.955,19.0,73.08,181.6,18.0,1.0,38.12,Frustrated,synthetic,1.0,64.268,0.4686197205745752
49.36,0.313,6.0,83.68,150.0,17.0,5.0,-1.44,Normal,synthetic,1.0,54.312,0.2421953077740108
16.36,0.174,1.0,110.21,10.0,1.0,1.0,-9.95,Normal,synthetic,1.0,6.559000000000001,0.45161339517956056
75.07,0.254,4.0,9.93,500.0,13.0,4.0,63.87,Addicted,synthetic,1.0,153.189,0.4398054763442732
89.18,0.009,0.0,57.43,500.0,18.0,5.0,79.49,Addicted,synthetic,1.0,164.519,0.0826597305900226
51.85,0.181,3.0,255.86,129.4,12.0,5.0,30.54,Normal,synthetic,1.0,60.782000000000004,0.13939462342075576
88.6,0.116,0.0,42.78,500.0,6.0,2.0,114.51,Addicted,synthetic,1.0,171.793,0.11540314078066032
47.61,0.953,9.0,19.89,90.31,6.0,2.0,-0.55,Frustrated,synthetic,1.0,38.941,0.8288974412784852
72.94,0.107,0.0,37.02,203.27,2.0,4.0,86.93,Addicted,synthetic,1.0,99.909,0.1773643911332062
37.35,0.325,3.0,184.65,72.18,9.0,4.0,37.91,Normal,synthetic,1.0,44.749,0.22930540213573533
91.76,0.035,1.0,18.76,500.0,10.0,3.0,61.26,Addicted,synthetic,1.0,158.082,0.22459014113181633
91.77,0.043,0.0,36.26,500.0,12.0,2.0,110.26,Addicted,synthetic,1.0,171.786,0.12015030702158443
13.51,0.727,7.0,16.33,32.35,7.0,0.0,35.23,Frustrated,synthetic,1.0,22.442999999999998,1.047145198490485
69.67,0.057,1.0,17.85,368.52,7.0,3.0,87.36,Addicted,synthetic,1.0,130.78,0.27387775478870063
25.99,0.291,2.0,253.48,33.85,4.0,5.0,-8.48,Normal,synthetic,1.0,19.622,0.3087633186931741
106.9,0.168,1.0,37.96,493.68,4.0,5.0,105.48,Addicted,synthetic,1.0,178.14,0.14113211823765073
26.3,0.069,1.0,160.95,96.85,14.0,5.0,-11.41,Normal,synthetic,1.0,31.467000000000002,0.1869297487362205
15.64,0.404,1.0,276.99,29.75,4.0,3.0,12.06,Normal,synthetic,1.0,18.824,0.3852396253127564
107.79,0.234,3.0,19.78,500.0,17.0,4.0,44.34,Addicted,synthetic,1.0,160.418,0.24316037003472246
94.68,0.3,0.0,45.9,366.5,3.0,3.0,43.09,Addicted,synthetic,1.0,127.099,0.15853246217358086
16.05,1.0,14.0,78.05,34.83,10.0,5.0,-11.57,Frustrated,synthetic,1.0,14.915000000000001,0.8403182995309952
21.32,0.12,3.0,294.56,75.72,17.0,3.0,22.41,Normal,synthetic,1.0,33.395,0.21618417523177474
28.21,0.218,2.0,60.98,127.75,11.0,2.0,13.72,Normal,synthetic,1.0,42.95,0.2853550934962534
18.03,0.389,3.0,239.98,74.78,10.0,0.0,8.7,Normal,synthetic,1.0,24.778000000000002,0.35453934514044505
39.02,0.669,10.0,6.41,89.11,10.0,1.0,38.51,Frustrated,synthetic,1.0,45.983000000000004,1.2778514430603747
40.97,0.474,2.0,85.06,79.85,5.0,5.0,32.36,Normal,synthetic,1.0,47.066,0.3019534352845795
81.91,0.06,1.0,37.73,500.0,8.0,5.0,77.46,Addicted,synthetic,1.0,161.002,0.13397027101450598
45.39,0.315,4.0,215.1,150.0,15.0,2.0,11.35,Normal,synthetic,1.0,53.56100000000001,0.1906410822886868
45.49,0.172,2.0,164.94,56.2,6.0,5.0,29.06,Normal,synthetic,1.0,43.154,0.18416922427424043
25.9,0.553,9.0,57.34,221.61,15.0,0.0,26.53,Frustrated,synthetic,1.0,62.641000000000005,0.3849938616886346
26.63,0.418,7.0,60.71,133.93,16.0,2.0,6.07,Normal,synthetic,1.0,41.259,0.37907064959434394
63.05,0.144,0.0,2.53,170.45,1.0,2.0,111.12,Addicted,synthetic,1.0,94.64599999999999,1.5133690904482464
49.77,0.738,5.0,11.97,85.66,3.0,0.0,13.68,Frustrated,synthetic,1.0,41.144000000000005,0.9622064757839703
53.99,0.132,2.0,26.6,500.0,17.0,3.0,116.26,Addicted,synthetic,1.0,159.474,0.19403931071103292
30.86,0.371,7.0,57.52,170.94,18.0,5.0,32.25,Frustrated,synthetic,1.0,61.207,0.3101386654717754
74.74,0.238,1.0,15.78,310.27,3.0,2.0,40.68,Addicted,synthetic,1.0,106.154,0.37935708696294257
38.07,0.459,11.0,50.66,250.0,19.0,4.0,-8.49,Frustrated,synthetic,1.0,66.681,0.3399329901303812
86.55,0.207,3.0,33.0,500.0,13.0,2.0,117.2,Addicted,synthetic,1.0,171.78,0.1674563868201712
114.8,0.158,0.0,8.57,388.18,3.0,4.0,11.76,Addicted,synthetic,1.0,131.084,0.4910657569325001
19.06,0.363,8.0,31.97,60.97,15.0,1.0,46.17,Frustrated,synthetic,1.0,34.669000000000004,0.5418899898315601
36.28,0.5,5.0,280.53,150.0,10.0,1.0,-1.96,Normal,synthetic,1.0,44.924,0.28202742228892236
54.78,0.116,2.0,3.91,500.0,19.0,4.0,93.94,Addicted,synthetic,1.0,154.094,0.8536093604048437
12.51,0.319,4.0,211.49,49.32,14.0,3.0,-16.9,Normal,synthetic,1.0,12.798000000000002,0.45047017811897305
27.67,0.361,2.0,166.66,20.66,3.0,2.0,-2.04,Normal,synthetic,1.0,16.588,0.36497167743643627
54.56,0.136,2.0,196.65,150.0,13.0,1.0,19.19,Normal,synthetic,1.0,58.581,0.12533667604145818
49.89,0.662,10.0,60.81,181.22,15.0,5.0,30.21,Frustrated,synthetic,1.0,70.263,0.3506851298646248
76.18,0.277,4.0,16.84,500.0,13.0,2.0,114.65,Addicted,synthetic,1.0,166.86700000000002,0.2872059384993013
37.2,0.5,6.0,110.03,150.0,10.0,4.0,10.74,Normal,synthetic,1.0,52.102000000000004,0.31483392655702286
89.09,0.288,3.0,33.89,500.0,7.0,1.0,102.28,Addicted,synthetic,1.0,167.32,0.18959117176157397
24.65,0.497,4.0,43.24,51.56,4.0,1.0,30.64,Frustrated,synthetic,1.0,30.364,0.549181677537604
11.06,0.083,2.0,216.83,57.91,14.0,4.0,28.12,Normal,synthetic,1.0,28.442,0.3373499199303472
30.89,0.726,9.0,67.14,194.38,11.0,2.0,24.89,Frustrated,synthetic,1.0,60.699000000000005,0.4208413537573226
22.61,0.052,1.0,184.24,80.11,17.0,5.0,0.32,Normal,synthetic,1.0,30.162000000000003,0.19415410737418148
41.23,0.818,19.0,42.49,250.0,19.0,2.0,8.47,Frustrated,synthetic,1.0,71.033,0.4683057132590516
43.83,0.304,2.0,76.58,123.78,5.0,5.0,18.17,Frustrated,synthetic,1.0,52.739000000000004,0.25611784301806706
45.8,0.675,12.0,65.52,162.11,15.0,3.0,23.62,Frustrated,synthetic,1.0,60.828,0.3867801707854397
45.19,0.161,2.0,14.93,500.0,11.0,4.0,119.96,Addicted,synthetic,1.0,158.064,0.3115616880724824
38.82,0.486,5.0,258.5,100.17,12.0,5.0,11.88,Normal,synthetic,1.0,44.126000000000005,0.2678286752902531
23.26,0.461,7.0,88.48,138.89,14.0,0.0,-13.82,Normal,synthetic,1.0,32.936,0.3996815100232241
101.44,0.142,3.0,10.52,500.0,16.0,5.0,39.13,Addicted,synthetic,1.0,157.315,0.3855573598009012
21.49,0.796,8.0,39.92,71.69,9.0,5.0,35.45,Frustrated,synthetic,1.0,38.569,0.6212328167865904
112.83,0.3,5.0,5.66,500.0,17.0,0.0,116.63,Addicted,synthetic,1.0,180.121,0.605880022665375
48.63,0.367,1.0,162.46,19.27,1.0,0.0,23.76,Normal,synthetic,1.0,30.434,0.2838396889091818
43.84,0.463,1.0,75.47,48.14,4.0,5.0,7.77,Normal,synthetic,1.0,34.495000000000005,0.31378586765799266
19.37,0.922,15.0,33.9,110.41,15.0,2.0,9.41,Frustrated,synthetic,1.0,34.653000000000006,0.7375254602317686
57.84,0.183,2.0,116.43,130.2,8.0,3.0,27.85,Normal,synthetic,1.0,60.531000000000006,0.16297943989079997
41.36,0.5,7.0,118.62,150.0,15.0,1.0,9.79,Normal,synthetic,1.0,50.481,0.29274577312200156
33.21,0.626,6.0,68.37,67.79,6.0,0.0,30.83,Frustrated,synthetic,1.0,36.091,0.4788031397050315
78.52,0.023,1.0,25.72,500.0,13.0,4.0,108.68,Addicted,synthetic,1.0,168.012,0.1667421690658976
14.33,0.786,14.0,50.15,57.07,17.0,3.0,16.18,Frustrated,synthetic,1.0,25.0,0.7096682121511817
48.45,0.99,20.0,55.51,250.0,19.0,3.0,30.3,Frustrated,synthetic,1.0,81.47,0.44324109648033855
116.41,0.157,2.0,44.07,500.0,18.0,5.0,113.94,Addicted,synthetic,1.0,185.74599999999998,0.11616903123856535
56.04,0.5,8.0,79.14,150.0,14.0,2.0,-19.25,Normal,synthetic,1.0,48.641000000000005,0.3206211785573235
116.06,0.091,0.0,28.93,353.84,4.0,0.0,78.56,Addicted,synthetic,1.0,140.76,0.16619597982203638
92.39,0.3,5.0,47.59,500.0,19.0,1.0,70.3,Addicted,synthetic,1.0,159.046,0.15581587885653725
24.0,0.715,6.0,29.44,33.92,4.0,1.0,24.13,Frustrated,synthetic,1.0,24.622999999999998,0.7853807978424031
19.66,0.5,3.0,236.13,35.77,5.0,1.0,14.59,Normal,synthetic,1.0,20.395,0.4242549967053172
107.09,0.231,2.0,37.44,500.0,9.0,2.0,73.03,Addicted,synthetic,1.0,166.745,0.1567046730472702
39.9,0.958,14.0,20.56,250.0,14.0,3.0,22.53,Frustrated,synthetic,1.0,75.719,0.6166595929082415
53.07,0.342,0.0,122.33,26.76,2.0,3.0,-4.94,Normal,synthetic,1.0,28.098000000000003,0.21449316067294552
34.0,0.689,2.0,24.16,29.49,2.0,2.0,8.59,Frustrated,synthetic,1.0,24.075,0.7142658290777905
18.14,0.404,7.0,60.31,68.26,13.0,5.0,-2.82,Frustrated,synthetic,1.0,25.062,0.4905502432076971
59.69,0.232,2.0,183.08,118.43,8.0,1.0,-1.58,Normal,synthetic,1.0,48.08800000000001,0.16603463328478454
28.86,0.242,4.0,166.96,102.92,16.0,5.0,-4.27,Normal,synthetic,1.0,35.847,0.2394276514294763
33.06,0.67,7.0,21.28,93.22,7.0,0.0,37.48,Frustrated,synthetic,1.0,43.112,0.6818246172281928
19.91,0.351,7.0,31.6,104.68,18.0,0.0,-1.73,Frustrated,synthetic,1.0,28.381000000000004,0.5410292078978581
12.64,0.389,4.0,5.13,17.63,3.0,4.0,17.27,Frustrated,synthetic,1.0,17.763,1.9197256373179696
114.16,0.052,0.0,5.18,500.0,14.0,4.0,55.43,Addicted,synthetic,1.0,166.293,0.6275257930487621
104.2,0.3,6.0,50.32,500.0,18.0,5.0,85.21,Addicted,synthetic,1.0,172.243,0.14730829263859668
49.92,0.522,4.0,66.63,74.95,3.0,1.0,16.75,Frustrated,synthetic,1.0,40.983000000000004,0.43205065127429104
29.14,0.271,2.0,113.1,114.68,9.0,0.0,35.12,Normal,synthetic,1.0,45.128,0.24475388640228107
124.03,0.149,2.0,56.58,500.0,16.0,5.0,59.63,Addicted,synthetic,1.0,172.501,0.10324481278702499
20.54,0.576,3.0,31.63,31.19,3.0,2.0,1.62,Frustrated,synthetic,1.0,16.94,0.7215387919276782
48.43,0.799,3.0,51.37,17.08,1.0,1.0,-8.76,Frustrated,synthetic,1.0,21.16,0.7028074721878784
116.35,0.046,0.0,22.43,500.0,6.0,0.0,46.7,Addicted,synthetic,1.0,160.55,0.18307016350974287
90.55,0.036,1.0,35.83,500.0,14.0,0.0,75.57,Addicted,synthetic,1.0,158.891,0.131770934234265
50.56,0.164,0.0,78.45,136.16,6.0,3.0,37.28,Normal,synthetic,1.0,61.64,0.16137394401768854
25.27,0.488,1.0,283.28,33.0,3.0,4.0,19.22,Normal,synthetic,1.0,26.474,0.3227869186246856
21.44,0.094,2.0,197.07,120.25,15.0,5.0,1.21,Normal,synthetic,1.0,37.989000000000004,0.2077269354252956
20.92,0.59,8.0,56.42,122.24,11.0,5.0,24.27,Frustrated,synthetic,1.0,45.097,0.48000332999806367
60.79,0.07,1.0,34.24,500.0,13.0,3.0,106.31,Addicted,synthetic,1.0,159.209,0.1494120780186442
26.47,0.312,6.0,211.81,131.35,17.0,5.0,6.83,Normal,synthetic,1.0,43.907,0.25604754189346224
46.54,0.123,0.0,41.23,438.79,8.0,3.0,66.98,Addicted,synthetic,1.0,129.46800000000002,0.15862262116939133
11.6,0.879,9.0,29.61,50.12,9.0,3.0,-9.61,Frustrated,synthetic,1.0,14.781,0.9860525186567544
24.73,0.5,9.0,80.07,123.09,19.0,1.0,-22.37,Normal,synthetic,1.0,28.799000000000003,0.4222165879220767
110.32,0.124,0.0,35.09,298.26,2.0,1.0,77.98,Addicted,synthetic,1.0,128.174,0.15620426171019963
28.96,0.448,6.0,60.12,127.57,12.0,0.0,22.46,Normal,synthetic,1.0,43.836,0.3797600087720307
22.47,0.456,5.0,227.5,78.91,13.0,4.0,-9.77,Normal,synthetic,1.0,25.839,0.353803339328255
38.8,0.269,2.0,151.43,105.79,9.0,5.0,30.88,Normal,synthetic,1.0,50.942,0.19892170258293387
40.03,0.066,0.0,225.5,44.89,5.0,2.0,23.87,Normal,synthetic,1.0,34.151,0.12280173245137388
14.3,0.5,4.0,254.53,50.82,8.0,5.0,-9.72,Normal,synthetic,1.0,17.968000000000004,0.4784866621482532
15.89,0.254,4.0,140.16,100.25,15.0,5.0,13.57,Normal,synthetic,1.0,35.477000000000004,0.329626521665823
95.74,0.3,3.0,46.35,500.0,12.0,2.0,106.57,Addicted,synthetic,1.0,172.267,0.1482717446146418
30.19,0.306,5.0,58.81,172.34,13.0,4.0,-6.85,Frustrated,synthetic,1.0,48.489000000000004,0.31919598437963453
54.65,0.091,1.0,285.32,135.52,12.0,0.0,9.97,Normal,synthetic,1.0,51.955,0.10137105069441661
19.4,0.495,9.0,29.31,122.75,17.0,2.0,34.29,Frustrated,synthetic,1.0,44.596999999999994,0.5527449039921539
40.48,0.162,1.0,274.45,148.9,9.0,0.0,-21.55,Normal,synthetic,1.0,39.507000000000005,0.15012597566563152
12.4,0.685,13.0,67.4,76.64,16.0,2.0,66.43,Frustrated,synthetic,1.0,42.217000000000006,0.5888167164027592
64.69,0.3,4.0,3.25,472.2,10.0,1.0,79.48,Addicted,synthetic,1.0,145.16,1.0570894591311384
32.88,0.42,1.0,192.06,10.83,1.0,4.0,5.55,Normal,synthetic,1.0,20.983,0.34456173439331245
53.85,0.004,1.0,43.76,351.82,8.0,4.0,99.27,Addicted,synthetic,1.0,125.685,0.1417737761794936
115.02,0.187,2.0,41.21,500.0,13.0,2.0,112.81,Addicted,synthetic,1.0,181.851,0.1296461348675939
74.05,0.009,1.0,14.35,413.95,6.0,3.0,111.81,Addicted,synthetic,1.0,148.953,0.29583295966817863
12.25,1.0,23.0,36.08,135.55,19.0,1.0,12.35,Frustrated,synthetic,1.0,36.715,0.8423171966089137
36.18,0.314,2.0,34.2,26.98,2.0,4.0,2.53,Frustrated,synthetic,1.0,24.627000000000002,0.509447363246793
106.69,0.213,2.0,3.67,500.0,14.0,2.0,132.9,Addicted,synthetic,1.0,184.546,0.8011667508491722
