avgSessionDuration,shortSessionRatio,reopenCount,interSessionGap,dailyTotalTime,sessionsPerDay,nightCount,trend,label,source,weight
10.0,0.828,10,16.45,133.57,8,0,-0.49,Frustrated,synthetic,1.0
10.0,0.127,2,177.19,119.94,14,2,14.43,Normal,synthetic,1.0
55.53,0.645,9,101.7,42.67,12,3,12.04,Frustrated,synthetic,1.0
65.51,0.245,3,106.64,246.18,6,1,94.95,Addicted,synthetic,1.0
31.95,0.509,9,166.26,187.07,14,1,-7.16,Frustrated,synthetic,1.0
35.76,0.704,9,128.14,225.45,10,3,-24.63,Normal,synthetic,1.0
35.31,0.45,7,140.35,54.32,14,4,42.52,Normal,synthetic,1.0
81.62,0.078,1,73.41,196.02,3,4,32.16,Addicted,synthetic,1.0
130.0,0.572,4,93.72,76.66,7,1,-3.56,Addicted,synthetic,1.0
52.45,0.184,3,5.0,132.49,9,0,18.89,Addicted,synthetic,1.0
16.18,0.404,4,210.75,213.73,12,1,-2.68,Normal,synthetic,1.0
55.28,0.07,0,69.46,355.63,12,0,10.08,Addicted,synthetic,1.0
80.11,0.379,5,65.92,197.96,8,2,105.41,Addicted,synthetic,1.0
56.93,0.426,5,53.11,220.22,14,1,-9.8,Normal,synthetic,1.0
51.1,0.407,3,11.07,76.48,7,3,-7.95,Frustrated,synthetic,1.0
33.0,0.404,2,175.84,116.76,1,1,13.42,Normal,synthetic,1.0
37.23,0.704,4,95.95,73.01,4,1,-1.22,Normal,synthetic,1.0
48.44,0.344,5,213.05,318.05,14,4,1.06,Addicted,synthetic,1.0
90.87,0.523,7,92.42,219.85,14,1,-6.86,Addicted,synthetic,1.0
18.13,0.937,9,86.69,232.97,8,4,54.29,Frustrated,synthetic,1.0
46.11,0.511,2,99.6,167.91,4,1,43.13,Normal,synthetic,1.0
14.8,0.533,8,85.73,179.33,14,3,26.32,Frustrated,synthetic,1.0
41.13,0.135,3,93.47,299.48,12,4,2.08,Addicted,synthetic,1.0
48.24,0.658,4,72.44,158.14,5,4,33.81,Normal,synthetic,1.0
91.79,0.156,2,47.98,138.39,9,2,65.26,Addicted,synthetic,1.0
70.5,0.449,4,40.35,250.11,5,3,-20.0,Addicted,synthetic,1.0
66.55,0.46,4,55.2,129.22,8,2,6.58,Frustrated,synthetic,1.0
35.69,0.802,10,10.0,149.54,11,1,0.44,Normal,synthetic,1.0
10.0,0.621,7,98.03,46.4,11,1,10.49,Frustrated,synthetic,1.0
10.0,0.837,11,64.22,294.13,10,0,-17.48,Frustrated,synthetic,1.0
49.71,0.02,1,54.86,177.78,3,1,58.51,Addicted,synthetic,1.0
10.0,0.364,4,175.7,111.83,13,4,-12.53,Normal,synthetic,1.0
17.17,0.206,3,51.27,185.57,8,2,-8.75,Addicted,synthetic,1.0
10.0,0.614,2,110.53,30.0,2,2,42.07,Frustrated,synthetic,1.0
22.91,0.755,9,26.62,75.22,13,2,-3.47,Normal,synthetic,1.0
80.74,0.037,0,61.16,216.19,7,2,33.22,Addicted,synthetic,1.0
53.13,0.299,3,5.0,204.82,13,2,70.56,Addicted,synthetic,1.0
15.79,0.924,10,83.59,30.0,9,3,27.27,Frustrated,synthetic,1.0
37.22,0.285,4,135.93,111.86,11,1,-8.23,Frustrated,synthetic,1.0
85.9,0.137,1,68.7,328.48,10,0,5.13,Addicted,synthetic,1.0
11.06,0.81,9,177.98,137.39,10,1,61.37,Frustrated,synthetic,1.0
55.06,0.782,9,155.43,212.32,9,3,7.29,Frustrated,synthetic,1.0
61.99,0.617,4,152.06,122.62,2,4,-40.0,Frustrated,synthetic,1.0
27.67,0.51,5,130.81,92.12,8,4,61.19,Frustrated,synthetic,1.0
19.17,0.276,4,125.0,177.09,12,1,-23.64,Normal,synthetic,1.0
29.61,0.596,3,149.9,38.29,6,2,-7.03,Normal,synthetic,1.0
11.45,0.571,5,161.22,90.07,2,1,29.34,Frustrated,synthetic,1.0
10.0,0.503,6,188.3,234.73,11,1,33.92,Frustrated,synthetic,1.0
16.79,0.591,2,44.36,165.37,2,2,5.55,Frustrated,synthetic,1.0
42.75,0.356,3,246.34,164.24,11,3,43.31,Normal,synthetic,1.0
23.18,0.535,3,46.77,216.18,2,3,32.28,Addicted,synthetic,1.0
91.1,0.05,2,99.32,296.58,7,4,11.18,Addicted,synthetic,1.0
49.46,0.659,7,104.57,54.85,12,1,32.36,Normal,synthetic,1.0
30.25,0.083,3,88.45,472.17,14,4,36.91,Addicted,synthetic,1.0
61.61,0.185,1,152.17,175.62,6,2,2.28,Addicted,synthetic,1.0
50.58,0.681,3,131.11,165.76,4,4,-5.53,Frustrated,synthetic,1.0
84.54,0.489,8,187.25,145.07,9,0,-26.64,Frustrated,synthetic,1.0
10.43,0.772,4,190.56,198.02,4,3,-40.0,Frustrated,synthetic,1.0
14.41,0.4,4,211.04,205.44,8,3,-35.0,Normal,synthetic,1.0
23.34,0.746,6,5.0,171.01,4,1,-30.3,Frustrated,synthetic,1.0
56.56,0.589,6,99.14,385.11,9,2,73.35,Addicted,synthetic,1.0
52.69,0.156,0,118.07,298.02,6,1,23.58,Addicted,synthetic,1.0
77.79,0.565,5,55.87,219.68,8,3,71.67,Addicted,synthetic,1.0
50.07,0.564,8,132.75,116.56,10,0,47.97,Frustrated,synthetic,1.0
36.96,0.638,9,65.48,117.78,10,4,32.58,Frustrated,synthetic,1.0
48.16,0.554,6,160.04,30.0,10,3,38.55,Normal,synthetic,1.0
19.26,0.688,8,21.3,120.56,6,1,-16.01,Frustrated,synthetic,1.0
80.62,0.085,2,29.0,86.61,5,3,49.19,Addicted,synthetic,1.0
21.89,0.751,6,82.38,159.74,3,3,53.18,Frustrated,synthetic,1.0
64.27,0.144,3,66.47,403.87,11,1,46.28,Addicted,synthetic,1.0
10.0,0.236,2,136.28,112.05,3,0,46.89,Normal,synthetic,1.0
10.0,0.45,7,10.0,30.0,12,0,18.93,Normal,synthetic,1.0
44.99,0.431,4,67.55,141.23,9,0,26.45,Addicted,synthetic,1.0
33.46,0.539,3,114.93,35.86,5,4,49.27,Frustrated,synthetic,1.0
60.52,0.154,1,10.29,126.59,12,3,48.07,Addicted,synthetic,1.0
16.09,0.666,2,64.07,134.45,2,3,28.89,Frustrated,synthetic,1.0
80.72,0.559,6,66.77,312.07,8,0,15.75,Addicted,synthetic,1.0
60.54,0.201,0,60.51,233.83,1,2,6.88,Addicted,synthetic,1.0
49.56,0.581,3,143.8,182.18,3,3,38.58,Normal,synthetic,1.0
23.14,0.208,2,26.42,83.75,2,0,11.63,Addicted,synthetic,1.0
12.86,0.182,0,230.24,117.92,4,2,7.37,Normal,synthetic,1.0
58.93,0.634,11,156.46,68.81,13,0,52.45,Frustrated,synthetic,1.0
52.41,0.496,8,194.73,172.51,13,3,-3.05,Normal,synthetic,1.0
38.6,0.117,0,96.58,298.71,2,2,41.24,Addicted,synthetic,1.0
15.0,0.088,2,24.63,228.56,6,3,3.69,Addicted,synthetic,1.0
78.07,0.282,3,30.15,120.05,4,2,83.73,Addicted,synthetic,1.0
20.55,0.476,7,63.43,132.69,8,3,17.86,Frustrated,synthetic,1.0
72.34,0.235,2,66.88,219.02,3,1,35.17,Addicted,synthetic,1.0
42.93,0.107,3,99.17,172.34,10,2,32.63,Normal,synthetic,1.0
36.92,0.259,0,50.38,318.11,2,1,57.63,Addicted,synthetic,1.0
56.94,0.715,2,182.29,69.8,3,4,16.13,Normal,synthetic,1.0
45.49,0.316,2,186.61,156.38,8,3,-0.27,Normal,synthetic,1.0
33.88,0.352,4,115.91,89.72,8,4,7.66,Normal,synthetic,1.0
21.56,0.162,3,260.52,90.7,12,0,-10.34,Normal,synthetic,1.0
75.57,0.3,5,50.88,329.64,11,2,8.66,Addicted,synthetic,1.0
15.84,0.179,6,18.12,146.75,13,0,-14.8,Frustrated,synthetic,1.0
10.41,0.348,5,5.0,64.15,12,2,9.66,Frustrated,synthetic,1.0
65.24,0.24,2,67.26,375.8,10,4,20.37,Addicted,synthetic,1.0
90.72,0.247,3,66.55,49.77,14,4,34.55,Normal,synthetic,1.0
39.16,0.325,1,47.52,112.15,6,3,30.58,Normal,synthetic,1.0
29.9,0.285,3,116.82,237.77,10,4,49.13,Addicted,synthetic,1.0
10.0,0.492,6,175.04,75.62,11,4,-11.55,Normal,synthetic,1.0
72.12,0.451,4,84.17,182.08,9,1,10.38,Addicted,synthetic,1.0
13.38,0.392,4,155.21,157.93,7,0,49.13,Normal,synthetic,1.0
69.46,0.246,5,20.1,202.21,14,0,19.89,Addicted,synthetic,1.0
95.97,0.259,2,179.09,323.31,3,0,10.37,Addicted,synthetic,1.0
11.44,0.1,4,118.7,90.99,12,0,43.19,Frustrated,synthetic,1.0
19.12,0.606,8,109.74,184.5,11,2,33.51,Frustrated,synthetic,1.0
55.15,0.426,5,48.6,184.04,9,2,48.9,Addicted,synthetic,1.0
19.34,0.08,1,5.0,176.27,5,4,78.77,Addicted,synthetic,1.0
106.68,0.467,1,97.83,303.65,4,0,83.51,Addicted,synthetic,1.0
54.59,0.517,6,172.57,180.87,11,1,-21.62,Frustrated,synthetic,1.0
80.28,0.188,3,132.31,204.42,12,3,35.43,Addicted,synthetic,1.0
34.35,0.597,7,79.88,128.26,10,3,11.98,Frustrated,synthetic,1.0
68.12,0.061,1,7.54,115.59,8,0,50.9,Addicted,synthetic,1.0
20.98,0.41,6,159.35,157.81,14,2,24.81,Normal,synthetic,1.0
42.7,0.21,4,133.23,269.78,14,2,40.3,Addicted,synthetic,1.0
33.3,0.201,4,38.19,244.6,3,1,10.38,Frustrated,synthetic,1.0
10.0,0.576,8,5.0,99.96,10,4,-0.69,Frustrated,synthetic,1.0
28.0,0.378,1,139.2,76.59,2,4,-15.34,Normal,synthetic,1.0
44.09,0.217,2,10.0,109.39,1,0,23.78,Normal,synthetic,1.0
16.55,0.341,6,195.1,313.21,13,0,18.74,Frustrated,synthetic,1.0
10.0,0.421,5,106.55,116.39,9,0,-12.04,Frustrated,synthetic,1.0
70.88,0.094,2,101.3,285.17,12,3,12.22,Addicted,synthetic,1.0
10.0,0.818,3,167.77,175.72,4,3,31.61,Normal,synthetic,1.0
97.23,0.478,7,10.84,149.01,14,2,-8.72,Addicted,synthetic,1.0
10.0,0.396,2,92.12,74.82,1,4,-17.44,Frustrated,synthetic,1.0
16.37,0.505,5,241.18,46.15,7,1,21.45,Normal,synthetic,1.0
15.0,0.58,6,151.57,291.42,9,3,52.69,Addicted,synthetic,1.0
65.29,0.7,7,171.07,139.57,10,3,-11.14,Addicted,synthetic,1.0
40.3,0.712,2,44.89,105.99,1,0,-35.0,Normal,synthetic,1.0
54.38,0.135,1,260.59,51.59,14,3,14.15,Normal,synthetic,1.0
58.04,0.7,9,66.47,365.74,11,0,27.9,Addicted,synthetic,1.0
15.0,0.1,2,105.2,247.75,6,0,11.03,Addicted,synthetic,1.0
56.6,0.292,3,56.8,222.33,11,3,-13.64,Addicted,synthetic,1.0
29.79,0.709,9,280.0,223.7,12,2,4.78,Frustrated,synthetic,1.0
64.44,0.079,1,69.55,243.98,6,3,21.92,Addicted,synthetic,1.0
37.05,0.296,2,99.21,229.39,7,3,45.28,Addicted,synthetic,1.0
37.53,0.75,7,157.05,193.95,8,1,24.84,Normal,synthetic,1.0
13.12,0.242,3,147.37,77.9,8,3,-1.99,Normal,synthetic,1.0
29.96,0.393,4,68.27,349.11,11,2,75.47,Addicted,synthetic,1.0
39.39,0.698,5,103.1,121.13,4,1,52.81,Frustrated,synthetic,1.0
21.98,0.445,4,110.06,30.2,8,4,9.46,Frustrated,synthetic,1.0
57.63,0.428,7,82.77,30.0,11,4,13.9,Frustrated,synthetic,1.0
26.63,0.42,7,86.64,88.05,13,1,45.47,Normal,synthetic,1.0
72.23,0.194,1,25.74,300.48,9,1,31.18,Addicted,synthetic,1.0
69.74,0.44,4,57.89,144.44,10,0,18.37,Addicted,synthetic,1.0
37.51,0.583,5,223.76,203.06,9,4,2.58,Normal,synthetic,1.0
28.47,0.379,4,36.63,98.48,4,2,14.75,Frustrated,synthetic,1.0
65.52,0.247,3,11.08,318.4,13,0,21.98,Addicted,synthetic,1.0
31.89,0.464,0,225.44,112.46,2,2,20.49,Normal,synthetic,1.0
60.18,0.767,9,230.63,179.4,12,2,-12.18,Normal,synthetic,1.0
26.54,0.594,4,135.03,257.18,1,1,-26.4,Frustrated,synthetic,1.0
69.45,0.256,2,97.79,106.89,8,0,29.94,Normal,synthetic,1.0
74.73,0.528,6,38.44,303.9,9,0,45.9,Addicted,synthetic,1.0
38.99,0.421,3,60.34,141.53,9,0,23.99,Normal,synthetic,1.0
45.87,0.237,2,5.0,279.34,8,0,125.44,Addicted,synthetic,1.0
17.79,0.658,8,118.25,98.09,11,0,79.85,Frustrated,synthetic,1.0
74.67,0.668,6,154.72,67.06,6,2,-10.01,Normal,synthetic,1.0
39.11,0.502,8,59.24,93.22,9,4,71.35,Frustrated,synthetic,1.0
46.45,0.542,4,45.65,83.97,9,0,-18.28,Normal,synthetic,1.0
74.92,0.053,2,9.33,235.25,6,0,43.44,Addicted,synthetic,1.0
28.33,0.209,1,57.94,210.11,9,0,23.75,Normal,synthetic,1.0
82.9,0.429,6,20.9,357.32,11,4,5.86,Addicted,synthetic,1.0
10.0,0.571,6,212.32,30.0,8,4,-0.22,Normal,synthetic,1.0
90.27,0.246,2,5.0,198.77,4,4,61.67,Addicted,synthetic,1.0
39.64,0.212,2,9.17,361.75,4,2,92.53,Addicted,synthetic,1.0
10.0,0.725,6,39.93,244.48,8,1,3.58,Frustrated,synthetic,1.0
51.95,0.088,1,63.85,217.74,4,0,28.07,Addicted,synthetic,1.0
37.49,0.107,2,132.33,182.5,6,3,-32.43,Normal,synthetic,1.0
31.37,0.52,7,86.75,84.26,9,0,20.71,Frustrated,synthetic,1.0
10.0,0.51,7,42.6,253.77,13,4,4.84,Frustrated,synthetic,1.0
12.5,0.399,6,132.24,223.21,13,0,36.28,Frustrated,synthetic,1.0
72.82,0.166,4,135.49,247.38,13,0,73.81,Addicted,synthetic,1.0
29.69,0.27,2,145.27,228.83,3,4,-3.44,Normal,synthetic,1.0
22.88,0.244,2,219.11,155.85,11,3,31.6,Normal,synthetic,1.0
10.3,0.468,1,179.78,132.81,1,0,48.83,Normal,synthetic,1.0
45.75,0.539,9,16.3,146.63,13,1,15.83,Frustrated,synthetic,1.0
86.34,0.421,3,89.59,250.87,6,0,14.68,Addicted,synthetic,1.0
20.79,0.307,3,173.81,104.23,7,1,-12.14,Normal,synthetic,1.0
37.19,0.173,3,16.19,368.87,7,0,-20.0,Addicted,synthetic,1.0
27.06,0.179,5,5.0,30.0,10,2,-13.95,Frustrated,synthetic,1.0
31.26,0.573,1,99.72,116.99,1,0,10.89,Frustrated,synthetic,1.0
23.51,0.327,0,153.37,332.79,3,0,32.39,Addicted,synthetic,1.0
20.1,0.631,7,89.28,170.72,8,4,-3.77,Frustrated,synthetic,1.0
116.41,0.389,4,108.89,232.72,9,1,36.8,Addicted,synthetic,1.0
19.41,0.149,3,5.0,291.07,10,4,27.05,Addicted,synthetic,1.0
29.39,0.713,8,5.0,199.67,6,1,30.63,Frustrated,synthetic,1.0
35.43,0.186,3,130.3,106.56,8,3,4.53,Normal,synthetic,1.0
52.49,0.375,2,5.0,199.35,6,3,37.41,Addicted,synthetic,1.0
67.94,0.421,4,160.12,38.3,7,0,-15.16,Frustrated,synthetic,1.0
51.02,0.311,4,51.64,285.65,8,3,68.72,Addicted,synthetic,1.0
50.57,0.134,2,99.46,369.57,7,1,-20.0,Addicted,synthetic,1.0
49.88,0.049,0,47.5,324.56,5,4,51.24,Addicted,synthetic,1.0
49.94,0.562,4,47.5,328.61,6,2,46.46,Addicted,synthetic,1.0
67.54,0.416,6,104.45,132.71,11,0,37.68,Normal,synthetic,1.0
10.0,0.108,1,71.09,90.8,5,2,0.88,Normal,synthetic,1.0
35.56,0.584,2,188.05,109.81,4,2,-29.5,Normal,synthetic,1.0
78.09,0.323,5,154.99,130.91,14,3,63.36,Addicted,synthetic,1.0
16.87,0.355,4,165.77,94.99,11,2,19.37,Normal,synthetic,1.0
14.76,0.617,1,147.5,161.55,1,1,0.12,Frustrated,synthetic,1.0
53.62,0.79,7,25.04,169.18,8,0,5.77,Frustrated,synthetic,1.0
52.34,0.363,8,22.93,196.73,14,2,3.29,Frustrated,synthetic,1.0
72.25,0.178,0,58.11,290.97,1,2,59.17,Addicted,synthetic,1.0
77.58,0.433,0,157.02,75.77,2,3,13.66,Normal,synthetic,1.0
24.91,0.355,4,148.76,188.04,2,2,-2.11,Frustrated,synthetic,1.0
10.0,0.773,13,32.52,30.0,12,4,-40.0,Frustrated,synthetic,1.0
10.0,0.72,4,206.47,36.2,4,4,-4.23,Frustrated,synthetic,1.0
34.82,0.602,3,121.49,146.21,3,2,3.15,Frustrated,synthetic,1.0
32.71,0.76,6,199.6,30.0,4,0,-11.94,Frustrated,synthetic,1.0
33.49,0.717,6,241.09,143.29,8,1,22.87,Normal,synthetic,1.0
36.32,0.666,10,62.19,30.0,11,0,-24.96,Frustrated,synthetic,1.0
30.01,0.274,3,178.46,136.49,4,3,5.96,Normal,synthetic,1.0
76.42,0.401,6,53.61,133.51,10,2,-10.26,Addicted,synthetic,1.0
31.85,0.835,13,91.14,193.91,11,4,20.36,Frustrated,synthetic,1.0
27.95,0.631,9,10.0,48.63,14,3,-11.25,Normal,synthetic,1.0
10.32,0.803,6,56.47,143.68,4,4,-40.0,Frustrated,synthetic,1.0
24.78,0.322,3,49.47,117.94,9,4,18.44,Normal,synthetic,1.0
34.31,0.71,11,178.53,298.81,13,3,60.58,Frustrated,synthetic,1.0
64.49,0.405,5,133.01,86.32,14,2,35.3,Normal,synthetic,1.0
41.53,0.262,1,116.49,92.08,4,0,1.28,Normal,synthetic,1.0
36.94,0.437,2,173.94,226.2,3,3,-11.18,Normal,synthetic,1.0
31.82,0.199,2,31.51,395.22,12,4,-20.0,Addicted,synthetic,1.0
63.81,0.49,8,19.89,405.49,13,3,85.64,Addicted,synthetic,1.0
15.0,0.208,2,43.71,314.85,8,3,55.02,Addicted,synthetic,1.0
85.07,0.321,3,70.67,326.58,8,0,9.26,Addicted,synthetic,1.0
77.53,0.298,1,12.53,288.35,6,1,76.56,Addicted,synthetic,1.0
55.54,0.172,1,41.65,158.53,4,1,9.58,Normal,synthetic,1.0
10.69,0.437,6,136.99,201.3,12,1,-13.95,Frustrated,synthetic,1.0
49.55,0.638,4,5.0,126.54,5,4,15.39,Frustrated,synthetic,1.0
49.91,0.644,3,151.52,94.26,4,1,35.62,Normal,synthetic,1.0
35.19,0.593,10,47.03,228.97,14,1,-24.17,Frustrated,synthetic,1.0
35.87,0.156,2,164.06,181.98,7,2,-9.55,Normal,synthetic,1.0
39.56,0.442,5,5.0,60.0,9,3,51.25,Addicted,synthetic,1.0
10.0,0.537,8,120.96,30.0,11,2,60.37,Frustrated,synthetic,1.0
14.44,0.196,2,112.71,74.84,9,2,3.89,Frustrated,synthetic,1.0
10.0,0.69,5,48.08,154.33,7,0,2.75,Frustrated,synthetic,1.0
70.8,0.786,8,53.33,81.56,10,1,1.06,Frustrated,synthetic,1.0
26.95,0.35,1,40.53,227.64,4,2,16.61,Addicted,synthetic,1.0
38.38,0.612,2,181.71,150.99,2,1,-40.0,Frustrated,synthetic,1.0
88.3,0.057,2,94.31,284.27,3,0,44.02,Addicted,synthetic,1.0
67.99,0.146,0,49.85,197.9,3,1,56.98,Addicted,synthetic,1.0
32.45,0.546,10,104.07,114.35,14,4,60.58,Frustrated,synthetic,1.0
78.95,0.116,0,5.0,144.84,5,4,-10.21,Addicted,synthetic,1.0
32.66,0.429,3,271.04,126.27,7,1,18.92,Normal,synthetic,1.0
43.99,0.267,0,140.35,170.29,3,1,67.89,Addicted,synthetic,1.0
33.65,0.631,8,122.82,92.4,8,3,35.64,Frustrated,synthetic,1.0
27.49,0.657,12,129.75,134.7,14,4,-23.6,Frustrated,synthetic,1.0
42.23,0.571,10,79.49,63.78,14,4,13.08,Frustrated,synthetic,1.0
90.66,0.1,1,150.48,314.53,13,0,62.99,Addicted,synthetic,1.0
10.0,0.355,2,107.6,105.74,1,3,63.97,Frustrated,synthetic,1.0
55.73,0.246,3,50.52,126.32,7,3,-6.49,Frustrated,synthetic,1.0
61.55,0.457,5,17.07,233.11,9,1,76.85,Addicted,synthetic,1.0
34.47,0.245,1,143.49,138.45,5,0,-7.8,Normal,synthetic,1.0
53.88,0.339,4,153.29,169.23,12,1,19.7,Normal,synthetic,1.0
67.43,0.365,5,77.96,232.19,9,2,40.55,Addicted,synthetic,1.0
28.47,0.552,6,179.11,190.01,9,1,28.45,Normal,synthetic,1.0
47.29,0.337,3,119.85,255.85,4,4,11.48,Addicted,synthetic,1.0
18.59,0.408,5,41.07,185.76,11,4,7.61,Frustrated,synthetic,1.0
18.21,0.226,4,214.05,123.3,14,3,6.9,Normal,synthetic,1.0
10.0,0.793,6,152.73,33.24,7,0,-35.0,Normal,synthetic,1.0
69.36,0.75,9,63.2,231.66,10,2,62.75,Frustrated,synthetic,1.0
15.0,0.159,2,60.95,247.83,14,2,68.77,Addicted,synthetic,1.0
82.04,0.095,2,9.15,260.67,8,2,40.67,Addicted,synthetic,1.0
34.02,0.613,5,19.93,208.31,8,3,40.58,Addicted,synthetic,1.0
15.0,0.355,2,169.2,278.54,6,3,58.82,Addicted,synthetic,1.0
74.45,0.555,7,80.14,189.0,11,2,-20.0,Addicted,synthetic,1.0
33.0,0.605,9,38.01,193.99,13,0,37.13,Normal,synthetic,1.0
37.64,0.239,2,81.39,220.82,4,4,109.01,Addicted,synthetic,1.0
10.0,0.834,8,134.86,187.78,6,0,4.58,Frustrated,synthetic,1.0
38.32,0.1,4,34.52,31.41,1,4,-40.0,Frustrated,synthetic,1.0
39.82,0.732,6,5.0,156.48,3,0,-27.81,Frustrated,synthetic,1.0
29.12,0.475,8,17.0,30.0,14,2,10.48,Normal,synthetic,1.0
53.13,0.137,2,5.0,420.16,4,3,-14.66,Addicted,synthetic,1.0
57.07,0.66,7,73.89,58.28,9,4,-3.64,Frustrated,synthetic,1.0
12.43,0.708,6,95.68,200.48,7,2,16.55,Frustrated,synthetic,1.0
57.96,0.304,3,78.9,106.4,7,2,52.11,Normal,synthetic,1.0
53.17,0.361,4,206.54,71.63,2,0,-19.66,Frustrated,synthetic,1.0
23.76,0.497,4,74.14,162.28,3,3,46.87,Frustrated,synthetic,1.0
31.03,0.8,3,56.61,185.29,3,0,34.57,Frustrated,synthetic,1.0
48.35,0.696,4,129.49,282.41,1,0,5.2,Frustrated,synthetic,1.0
54.05,0.314,6,94.4,184.45,14,0,15.99,Addicted,synthetic,1.0
35.6,0.676,10,88.52,146.42,10,0,7.16,Frustrated,synthetic,1.0
26.28,0.217,4,120.35,102.06,10,4,32.56,Normal,synthetic,1.0
11.84,0.727,6,177.28,144.24,7,3,8.41,Frustrated,synthetic,1.0
45.45,0.633,7,67.93,151.26,8,4,14.52,Normal,synthetic,1.0
63.4,0.056,2,59.95,291.52,13,2,1.44,Addicted,synthetic,1.0
77.23,0.212,3,5.0,306.1,6,0,49.35,Addicted,synthetic,1.0
10.31,0.363,4,77.36,115.12,7,3,35.22,Normal,synthetic,1.0
28.08,0.172,1,93.4,119.89,3,2,-35.0,Normal,synthetic,1.0
53.73,0.68,7,207.85,167.44,11,2,-1.77,Normal,synthetic,1.0
11.04,0.248,5,66.56,98.21,13,0,-12.9,Normal,synthetic,1.0
18.86,0.513,6,106.24,66.96,12,2,25.54,Normal,synthetic,1.0
22.37,0.838,8,135.73,238.42,8,0,0.01,Normal,synthetic,1.0
48.05,0.371,7,139.92,125.32,14,3,65.65,Addicted,synthetic,1.0
48.81,0.791,11,152.45,132.76,12,4,36.48,Frustrated,synthetic,1.0
21.75,0.623,2,36.14,74.59,2,0,-11.97,Normal,synthetic,1.0
37.86,0.202,3,5.0,301.97,12,2,45.67,Addicted,synthetic,1.0
21.16,0.592,6,110.41,180.8,9,3,5.18,Normal,synthetic,1.0
42.53,0.341,3,167.13,132.46,10,2,-30.89,Normal,synthetic,1.0
10.0,0.552,2,65.5,30.0,1,4,-22.63,Frustrated,synthetic,1.0
32.84,0.518,6,144.85,138.92,8,1,-6.52,Frustrated,synthetic,1.0
18.63,0.396,3,50.45,312.67,10,2,37.71,Addicted,synthetic,1.0
111.89,0.059,0,60.92,203.27,13,1,82.04,Addicted,synthetic,1.0
31.48,0.623,6,39.88,36.17,6,4,45.81,Frustrated,synthetic,1.0
37.52,0.771,7,122.12,95.95,10,3,22.67,Normal,synthetic,1.0
26.51,0.35,4,185.2,183.59,10,3,-6.6,Normal,synthetic,1.0
34.53,0.625,4,77.28,218.38,2,0,48.94,Frustrated,synthetic,1.0
32.36,0.303,1,199.88,60.31,1,2,0.49,Normal,synthetic,1.0
31.62,0.351,5,8.05,152.04,14,4,-16.22,Addicted,synthetic,1.0
10.0,0.76,3,62.79,150.17,1,1,-3.94,Frustrated,synthetic,1.0
41.41,0.574,8,5.0,117.06,11,2,-2.14,Frustrated,synthetic,1.0
55.7,0.365,2,205.84,96.88,7,3,-1.0,Normal,synthetic,1.0
80.04,0.079,0,87.74,261.17,5,2,9.87,Addicted,synthetic,1.0
66.8,0.282,3,80.91,155.56,8,1,80.53,Addicted,synthetic,1.0
10.0,0.423,5,187.81,151.44,10,3,13.05,Frustrated,synthetic,1.0
36.49,0.113,0,214.96,177.19,4,3,0.61,Normal,synthetic,1.0
53.22,0.277,2,79.63,238.72,1,4,30.42,Addicted,synthetic,1.0
58.8,0.141,1,56.13,354.34,13,1,91.33,Addicted,synthetic,1.0
65.96,0.476,4,41.63,217.78,7,2,38.21,Addicted,synthetic,1.0
10.68,0.112,1,146.29,55.92,10,3,-16.94,Normal,synthetic,1.0
10.0,0.64,4,96.02,148.01,2,4,24.04,Frustrated,synthetic,1.0
77.2,0.294,5,114.28,206.07,12,1,54.69,Addicted,synthetic,1.0
60.4,0.098,1,81.99,163.47,1,2,67.96,Addicted,synthetic,1.0
48.2,0.507,9,5.0,145.17,11,0,-27.61,Frustrated,synthetic,1.0
50.09,0.278,4,69.32,371.19,11,4,-20.0,Addicted,synthetic,1.0
45.16,0.24,1,125.91,188.87,4,2,78.79,Addicted,synthetic,1.0
18.29,0.145,1,58.45,350.61,6,3,58.72,Addicted,synthetic,1.0
10.19,0.174,3,61.37,74.65,9,2,19.02,Normal,synthetic,1.0
49.93,0.311,6,40.32,167.05,13,4,29.16,Normal,synthetic,1.0
22.26,0.613,7,133.81,107.93,7,4,-3.37,Frustrated,synthetic,1.0
72.36,0.221,1,5.0,60.0,6,3,49.79,Addicted,synthetic,1.0
12.0,0.698,4,69.7,186.76,2,1,-4.31,Frustrated,synthetic,1.0
39.36,0.256,5,97.49,30.0,8,4,3.56,Frustrated,synthetic,1.0
21.51,0.018,2,171.57,287.61,1,4,-12.02,Addicted,synthetic,1.0
43.48,0.546,9,132.4,145.57,14,3,45.87,Normal,synthetic,1.0
82.39,0.438,4,19.88,222.24,7,2,-20.0,Addicted,synthetic,1.0
44.92,0.441,6,69.11,335.42,12,1,0.67,Frustrated,synthetic,1.0
67.81,0.446,5,121.1,309.64,10,1,51.18,Addicted,synthetic,1.0
10.0,0.706,11,51.3,56.66,11,2,-23.51,Frustrated,synthetic,1.0
75.37,0.578,6,10.0,167.35,9,2,-35.0,Normal,synthetic,1.0
29.06,0.33,4,88.49,76.28,9,0,15.67,Normal,synthetic,1.0
47.24,0.289,2,83.67,194.72,9,2,47.41,Addicted,synthetic,1.0
58.17,0.088,1,54.76,189.02,3,1,66.66,Addicted,synthetic,1.0
44.79,0.072,2,133.65,228.91,14,4,8.31,Normal,synthetic,1.0
